fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,fixed acidity volatile acidity,fixed acidity citric acid,fixed acidity residual sugar,fixed acidity chlorides,fixed acidity free sulfur dioxide,fixed acidity total sulfur dioxide,fixed acidity density,fixed acidity pH,quality
4.6,0.445,0.0,1.4,0.053,11.0,178.0,0.99426,3.79,0.55,10.2,2.0469999999999997,0.0,6.4399999999999995,0.24379999999999996,50.599999999999994,818.8,4.573596,17.433999999999997,5
6.1,0.41,0.04,1.3,0.036,23.0,121.0,0.99228,3.24,0.61,9.9,2.501,0.244,7.93,0.21959999999999996,140.29999999999998,738.0999999999999,6.052908,19.764,6
7.6,0.2,0.34,1.8,0.041,42.0,148.0,0.99335,3.35,0.66,11.1,1.52,2.584,13.68,0.3116,319.2,1124.8,7.549459999999999,25.46,6
6.9,0.3,0.21,7.2,0.045,54.0,190.0,0.99595,3.22,0.48,9.4,2.07,1.449,49.68000000000001,0.3105,372.6,1311.0,6.8720550000000005,22.218000000000004,5
7.0,0.35,0.17,1.1,0.049,7.0,119.0,0.99297,3.13,0.36,9.7,2.4499999999999997,1.1900000000000002,7.700000000000001,0.343,49.0,833.0,6.9507900000000005,21.91,6
6.9,0.35,0.55,11.95,0.038,22.0,111.0,0.99687,3.11,0.29,9.7,2.415,3.7950000000000004,82.455,0.2622,151.8,765.9000000000001,6.8784030000000005,21.459,5
7.0,0.35,0.17,1.1,0.049,7.0,119.0,0.99297,3.13,0.36,9.7,2.4499999999999997,1.1900000000000002,7.700000000000001,0.343,49.0,833.0,6.9507900000000005,21.91,6
6.9,0.35,0.55,11.95,0.038,22.0,111.0,0.99687,3.11,0.29,9.7,2.415,3.7950000000000004,82.455,0.2622,151.8,765.9000000000001,6.8784030000000005,21.459,5
7.6,0.3,0.4,2.2,0.054,29.0,175.0,0.99445,3.19,0.53,9.8,2.28,3.04,16.72,0.4104,220.39999999999998,1330.0,7.5578199999999995,24.244,5
7.5,0.38,0.29,12.7,0.05,25.0,209.0,0.9986,3.25,0.59,9.3,2.85,2.175,95.25,0.375,187.5,1567.5,7.4895000000000005,24.375,6
7.5,0.3,0.32,1.4,0.032,31.0,161.0,0.99154,2.95,0.42,10.5,2.25,2.4,10.5,0.24,232.5,1207.5,7.4365499999999995,22.125,5
6.3,0.4,0.32,10.6,0.049,38.0,209.0,0.9981,3.47,0.59,9.3,2.52,2.016,66.78,0.30870000000000003,239.4,1316.7,6.28803,21.861,6
6.8,0.37,0.28,1.9,0.024,64.0,106.0,0.98993,3.45,0.6,12.6,2.516,1.9040000000000001,12.92,0.1632,435.2,720.8,6.731523999999999,23.46,8
7.5,0.23,0.35,17.8,0.058,128.0,212.0,1.00241,3.44,0.43,8.9,1.725,2.625,133.5,0.435,960.0,1590.0,7.5180750000000005,25.8,5
8.3,0.27,0.34,10.2,0.048,50.0,118.0,0.99716,3.18,0.51,10.3,2.2410000000000005,2.8220000000000005,84.66,0.39840000000000003,415.00000000000006,979.4000000000001,8.276428000000001,26.394000000000002,5
6.8,0.26,0.22,4.8,0.041,110.0,198.0,0.99437,3.29,0.67,10.6,1.768,1.496,32.64,0.2788,748.0,1346.3999999999999,6.761716,22.372,5
6.5,0.28,0.35,9.8,0.067,61.0,180.0,0.9972,3.15,0.57,9.0,1.8200000000000003,2.275,63.7,0.4355,396.5,1170.0,6.4818,20.474999999999998,4
7.2,0.34,0.3,8.4,0.051,40.0,167.0,0.99756,3.48,0.62,9.7,2.4480000000000004,2.16,60.480000000000004,0.36719999999999997,288.0,1202.4,7.182432,25.056,5
7.0,0.23,0.26,7.2,0.041,21.0,90.0,0.99509,3.22,0.55,9.5,1.61,1.82,50.4,0.28700000000000003,147.0,630.0,6.96563,22.540000000000003,6
7.7,0.29,0.29,4.8,0.06,27.0,156.0,0.99572,3.49,0.59,10.3,2.233,2.233,36.96,0.46199999999999997,207.9,1201.2,7.667044000000001,26.873,6
7.2,0.34,0.3,8.4,0.051,40.0,167.0,0.99756,3.48,0.62,9.7,2.4480000000000004,2.16,60.480000000000004,0.36719999999999997,288.0,1202.4,7.182432,25.056,5
7.7,0.4,0.27,4.5,0.034,27.0,95.0,0.99175,3.21,0.59,12.3,3.08,2.079,34.65,0.26180000000000003,207.9,731.5,7.636475,24.717,8
6.7,0.17,0.27,1.4,0.032,39.0,149.0,0.99254,3.4,0.52,10.5,1.139,1.8090000000000002,9.379999999999999,0.2144,261.3,998.3000000000001,6.650018,22.78,5
7.0,0.23,0.26,7.2,0.041,21.0,90.0,0.99509,3.22,0.55,9.5,1.61,1.82,50.4,0.28700000000000003,147.0,630.0,6.96563,22.540000000000003,6
8.1,0.24,0.26,11.0,0.043,41.0,211.0,0.99676,3.11,0.49,10.0,1.944,2.106,89.1,0.34829999999999994,332.09999999999997,1709.1,8.073756,25.191,6
7.7,0.28,0.63,11.1,0.039,58.0,179.0,0.9979,3.08,0.44,8.8,2.156,4.851,85.47,0.3003,446.6,1378.3,7.68383,23.716,4
7.5,0.23,0.29,2.6,0.031,24.0,98.0,0.99194,3.0,0.54,10.9,1.725,2.175,19.5,0.23249999999999998,180.0,735.0,7.4395500000000006,22.5,6
8.3,0.26,0.31,2.0,0.029,14.0,141.0,0.99077,2.95,0.77,12.2,2.1580000000000004,2.5730000000000004,16.6,0.24070000000000003,116.20000000000002,1170.3000000000002,8.223391000000001,24.485000000000003,6
7.9,0.46,0.4,10.1,0.168,19.0,184.0,0.99782,3.06,0.62,9.5,3.6340000000000003,3.16,79.79,1.3272000000000002,150.1,1453.6000000000001,7.882778000000001,24.174000000000003,5
7.9,0.31,0.22,13.3,0.048,46.0,212.0,0.99942,3.47,0.59,10.0,2.4490000000000003,1.738,105.07000000000001,0.37920000000000004,363.40000000000003,1674.8000000000002,7.895418,27.413000000000004,5
7.9,0.25,0.34,11.4,0.04,53.0,202.0,0.99708,3.11,0.57,9.6,1.975,2.6860000000000004,90.06,0.316,418.70000000000005,1595.8000000000002,7.876932,24.569,6
6.1,0.28,0.16,1.3,0.06,36.0,126.0,0.99353,3.13,0.46,8.7,1.708,0.976,7.93,0.366,219.6,768.5999999999999,6.0605329999999995,19.093,6
7.0,0.18,0.26,1.4,0.044,46.0,89.0,0.99256,3.39,0.48,10.7,1.26,1.82,9.799999999999999,0.308,322.0,623.0,6.94792,23.73,7
6.5,0.21,0.28,1.4,0.046,26.0,66.0,0.99199,3.43,0.48,11.1,1.365,1.8200000000000003,9.1,0.299,169.0,429.0,6.447935,22.295,6
7.6,0.48,0.33,7.0,0.024,14.0,130.0,0.9918,3.25,0.45,12.5,3.6479999999999997,2.508,53.199999999999996,0.1824,106.39999999999999,988.0,7.53768,24.7,7
7.1,0.34,0.32,2.0,0.051,29.0,130.0,0.99354,3.3,0.5,10.4,2.414,2.272,14.2,0.3621,205.89999999999998,923.0,7.0541339999999995,23.429999999999996,6
8.9,0.21,0.37,1.2,0.028,20.0,93.0,0.99244,3.2,0.37,11.5,1.869,3.293,10.68,0.2492,178.0,827.7,8.832716,28.480000000000004,5
7.4,0.32,0.27,12.9,0.04,60.0,221.0,0.99831,3.05,0.66,9.4,2.3680000000000003,1.9980000000000002,95.46000000000001,0.29600000000000004,444.0,1635.4,7.387494,22.57,5
6.0,0.495,0.27,5.0,0.157,17.0,129.0,0.99396,3.03,0.36,9.3,2.9699999999999998,1.62,30.0,0.942,102.0,774.0,5.96376,18.18,5
8.1,0.25,0.34,10.1,0.05,30.0,121.0,0.99724,3.17,0.49,10.1,2.025,2.754,81.80999999999999,0.405,243.0,980.0999999999999,8.077644,25.677,6
8.2,0.25,0.46,3.75,0.05,14.0,102.0,0.99524,3.28,0.58,9.7,2.05,3.772,30.749999999999996,0.41,114.79999999999998,836.4,8.160967999999999,26.895999999999997,5
6.5,0.18,0.29,1.7,0.035,39.0,144.0,0.9927,3.49,0.5,10.5,1.17,1.8849999999999998,11.049999999999999,0.22750000000000004,253.5,936.0,6.4525500000000005,22.685000000000002,6
6.7,0.24,0.26,12.6,0.053,44.0,182.0,0.99802,3.42,0.42,9.7,1.6079999999999999,1.7420000000000002,84.42,0.3551,294.8,1219.4,6.686734,22.914,5
6.6,0.32,0.24,1.3,0.06,42.5,204.0,0.99512,3.59,0.51,9.2,2.112,1.5839999999999999,8.58,0.39599999999999996,280.5,1346.3999999999999,6.567792,23.694,5
7.6,0.32,0.35,1.6,0.092,24.0,138.0,0.99438,3.19,0.44,9.8,2.432,2.6599999999999997,12.16,0.6991999999999999,182.39999999999998,1048.8,7.557288,24.244,5
7.4,0.33,0.44,7.6,0.05,40.0,227.0,0.99679,3.12,0.52,9.0,2.442,3.2560000000000002,56.24,0.37000000000000005,296.0,1679.8000000000002,7.376246,23.088,5
7.2,0.3,0.3,8.1,0.05,40.0,188.0,0.99652,3.15,0.49,9.1,2.16,2.16,58.32,0.36000000000000004,288.0,1353.6000000000001,7.174944,22.68,6
7.4,0.34,0.3,14.9,0.037,70.0,169.0,0.99698,3.25,0.37,10.4,2.5160000000000005,2.22,110.26,0.2738,518.0,1250.6000000000001,7.377652,24.05,6
6.1,0.16,0.29,6.0,0.03,29.0,144.0,0.99474,3.68,0.46,10.7,0.976,1.7689999999999997,36.599999999999994,0.183,176.89999999999998,878.4,6.067913999999999,22.448,6
6.3,0.1,0.24,6.0,0.039,25.0,107.0,0.99511,3.59,0.49,10.5,0.63,1.512,37.8,0.2457,157.5,674.1,6.2691930000000005,22.616999999999997,7
6.2,0.45,0.73,7.2,0.099,47.0,202.0,0.99582,3.21,0.43,9.2,2.79,4.526,44.64,0.6138,291.40000000000003,1252.4,6.174084000000001,19.902,5
6.0,0.33,0.18,3.0,0.036,5.0,85.0,0.99125,3.28,0.4,11.5,1.98,1.08,18.0,0.21599999999999997,30.0,510.0,5.9475,19.68,4
7.6,0.48,0.37,1.2,0.034,5.0,57.0,0.99256,3.05,0.54,10.4,3.6479999999999997,2.812,9.12,0.2584,38.0,433.2,7.543456,23.179999999999996,3
7.2,0.2,0.3,2.0,0.039,43.0,188.0,0.9911,3.3,0.41,12.0,1.4400000000000002,2.16,14.4,0.2808,309.6,1353.6000000000001,7.13592,23.759999999999998,6
7.0,0.32,0.29,4.9,0.036,41.0,150.0,0.99168,3.38,0.43,12.2,2.24,2.03,34.300000000000004,0.252,287.0,1050.0,6.94176,23.66,6
7.2,0.2,0.3,2.0,0.039,43.0,188.0,0.9911,3.3,0.41,12.0,1.4400000000000002,2.16,14.4,0.2808,309.6,1353.6000000000001,7.13592,23.759999999999998,6
7.0,0.22,0.29,8.9,0.05,24.0,90.0,0.99556,3.29,0.46,9.8,1.54,2.03,62.300000000000004,0.35000000000000003,168.0,630.0,6.96892,23.03,6
9.4,0.23,0.56,16.45,0.063,52.5,282.0,1.00098,3.1,0.51,9.3,2.1620000000000004,5.264000000000001,154.63,0.5922000000000001,493.5,2650.8,9.409212,29.14,5
6.4,0.27,0.19,2.0,0.084,21.0,191.0,0.99516,3.49,0.63,9.6,1.7280000000000002,1.2160000000000002,12.8,0.5376000000000001,134.4,1222.4,6.3690240000000005,22.336000000000002,4
6.4,0.27,0.19,1.9,0.085,21.0,196.0,0.99516,3.49,0.64,9.5,1.7280000000000002,1.2160000000000002,12.16,0.544,134.4,1254.4,6.3690240000000005,22.336000000000002,4
7.0,0.23,0.42,5.1,0.042,37.0,144.0,0.99518,3.5,0.59,10.2,1.61,2.94,35.699999999999996,0.29400000000000004,259.0,1008.0,6.96626,24.5,6
6.9,0.15,0.28,4.4,0.029,14.0,107.0,0.99347,3.24,0.46,10.4,1.035,1.9320000000000004,30.360000000000003,0.20010000000000003,96.60000000000001,738.3000000000001,6.8549430000000005,22.356,8
6.7,0.26,0.29,5.8,0.025,26.0,74.0,0.9929,3.28,0.53,11.0,1.7420000000000002,1.9429999999999998,38.86,0.1675,174.20000000000002,495.8,6.65243,21.976,6
6.9,0.15,0.28,4.4,0.029,14.0,107.0,0.99347,3.24,0.46,10.4,1.035,1.9320000000000004,30.360000000000003,0.20010000000000003,96.60000000000001,738.3000000000001,6.8549430000000005,22.356,8
7.6,0.2,0.68,12.9,0.042,56.0,160.0,0.99841,3.05,0.41,8.7,1.52,5.168,98.03999999999999,0.3192,425.59999999999997,1216.0,7.587916,23.179999999999996,5
6.9,0.3,0.29,1.3,0.053,24.0,189.0,0.99362,3.29,0.54,9.9,2.07,2.001,8.97,0.3657,165.60000000000002,1304.1000000000001,6.855978,22.701,4
6.9,0.3,0.3,1.3,0.053,24.0,186.0,0.99361,3.29,0.54,9.9,2.07,2.07,8.97,0.3657,165.60000000000002,1283.4,6.8559090000000005,22.701,4
7.6,0.21,0.35,1.2,0.041,7.0,106.0,0.9914,3.06,0.45,11.3,1.5959999999999999,2.6599999999999997,9.12,0.3116,53.199999999999996,805.5999999999999,7.53464,23.256,4
6.8,0.46,0.26,2.7,0.042,28.0,83.0,0.99114,3.38,0.51,12.0,3.128,1.768,18.36,0.2856,190.4,564.4,6.739752,22.983999999999998,8
7.0,0.28,0.26,1.7,0.042,34.0,130.0,0.9925,3.43,0.5,10.7,1.9600000000000002,1.82,11.9,0.29400000000000004,238.0,910.0,6.947500000000001,24.01,8
6.5,0.24,0.29,8.2,0.043,32.0,156.0,0.99453,3.13,0.7,10.1,1.56,1.8849999999999998,53.3,0.27949999999999997,208.0,1014.0,6.464445,20.345,6
6.4,0.17,0.34,1.5,0.091,42.0,135.0,0.9938,3.25,0.49,9.6,1.088,2.176,9.600000000000001,0.5824,268.8,864.0,6.360320000000001,20.8,7
6.4,0.17,0.34,1.5,0.093,43.0,136.0,0.9938,3.25,0.49,9.6,1.088,2.176,9.600000000000001,0.5952000000000001,275.2,870.4000000000001,6.360320000000001,20.8,6
6.3,0.695,0.55,12.9,0.056,58.0,252.0,0.99806,3.29,0.49,8.7,4.3785,3.4650000000000003,81.27,0.3528,365.4,1587.6,6.287777999999999,20.727,5
7.0,0.27,0.29,3.9,0.059,28.0,199.0,0.9961,3.54,0.59,10.3,1.8900000000000001,2.03,27.3,0.413,196.0,1393.0,6.9727,24.78,5
8.4,0.3,0.25,17.75,0.047,25.0,218.0,1.00016,2.98,0.66,9.1,2.52,2.1,149.1,0.39480000000000004,210.0,1831.2,8.401344,25.032,5
6.5,0.19,0.27,4.9,0.037,13.0,101.0,0.9916,3.17,0.41,11.8,1.235,1.7550000000000001,31.85,0.2405,84.5,656.5,6.4454,20.605,6
8.0,0.36,0.39,1.6,0.024,26.0,93.0,0.99116,3.15,0.49,11.9,2.88,3.12,12.8,0.192,208.0,744.0,7.92928,25.2,6
6.1,0.16,0.24,1.4,0.046,17.0,77.0,0.99319,3.66,0.57,10.3,0.976,1.464,8.54,0.28059999999999996,103.69999999999999,469.7,6.058459,22.326,6
9.2,0.19,0.42,2.0,0.047,16.0,104.0,0.99517,3.09,0.66,10.0,1.7479999999999998,3.8639999999999994,18.4,0.43239999999999995,147.2,956.8,9.155564,28.427999999999997,4
9.2,0.16,0.49,2.0,0.044,18.0,107.0,0.99514,3.1,0.53,10.2,1.472,4.508,18.4,0.40479999999999994,165.6,984.4,9.155287999999999,28.52,4
8.0,0.26,0.28,8.2,0.038,72.0,202.0,0.99566,3.12,0.56,10.0,2.08,2.24,65.6,0.304,576.0,1616.0,7.96528,24.96,6
8.8,0.33,0.36,2.1,0.034,19.0,125.0,0.99166,2.96,0.98,12.7,2.9040000000000004,3.168,18.480000000000004,0.2992,167.20000000000002,1100.0,8.726608,26.048000000000002,6
9.8,0.16,0.46,1.8,0.046,23.0,130.0,0.99587,3.04,0.67,9.6,1.568,4.508000000000001,17.64,0.45080000000000003,225.4,1274.0,9.759526000000001,29.792,5
6.6,0.23,0.18,8.5,0.044,59.0,188.0,0.99558,3.16,0.49,9.5,1.518,1.188,56.099999999999994,0.2904,389.4,1240.8,6.570828,20.855999999999998,5
7.9,0.44,0.26,4.45,0.033,23.0,100.0,0.99117,3.17,0.52,12.7,3.476,2.0540000000000003,35.155,0.26070000000000004,181.70000000000002,790.0,7.830243,25.043,6
7.6,0.31,0.27,5.8,0.036,23.0,109.0,0.99399,3.34,0.54,11.0,2.356,2.052,44.08,0.27359999999999995,174.79999999999998,828.4,7.554324,25.383999999999997,6
7.5,0.705,0.1,13.0,0.044,44.0,214.0,0.99741,3.1,0.5,9.1,5.2875,0.75,97.5,0.32999999999999996,330.0,1605.0,7.480575,23.25,5
7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.99405,3.35,0.64,10.2,1.4909999999999999,1.988,19.17,0.2414,163.29999999999998,788.0999999999999,7.057754999999999,23.785,4
7.0,0.16,0.26,7.3,0.047,30.0,220.0,0.99622,3.38,0.58,10.1,1.12,1.82,51.1,0.329,210.0,1540.0,6.97354,23.66,6
8.0,0.27,0.25,19.1,0.045,50.0,208.0,1.00051,3.05,0.5,9.2,2.16,2.0,152.8,0.36,400.0,1664.0,8.00408,24.4,6
6.3,0.38,0.17,8.8,0.08,50.0,212.0,0.99803,3.47,0.66,9.4,2.394,1.071,55.440000000000005,0.504,315.0,1335.6,6.287589,21.861,4
7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.99405,3.35,0.64,10.2,1.4909999999999999,1.988,19.17,0.2414,163.29999999999998,788.0999999999999,7.057754999999999,23.785,4
6.2,0.38,0.18,7.4,0.095,28.0,195.0,0.99773,3.53,0.71,9.2,2.3560000000000003,1.1159999999999999,45.88,0.5890000000000001,173.6,1209.0,6.185926,21.886,4
8.2,0.24,0.3,2.3,0.05,23.0,106.0,0.99397,2.98,0.5,10.0,1.9679999999999997,2.4599999999999995,18.859999999999996,0.41,188.6,869.1999999999999,8.150554,24.435999999999996,5
7.0,0.16,0.26,6.85,0.047,30.0,220.0,0.99622,3.38,0.58,10.1,1.12,1.82,47.949999999999996,0.329,210.0,1540.0,6.97354,23.66,6
7.3,0.815,0.09,11.4,0.044,45.0,204.0,0.99713,3.15,0.46,9.0,5.9495,0.6569999999999999,83.22,0.3212,328.5,1489.2,7.279049,22.994999999999997,5
6.3,0.41,0.16,0.9,0.032,25.0,98.0,0.99274,3.16,0.42,9.5,2.5829999999999997,1.008,5.67,0.2016,157.5,617.4,6.254262,19.908,5
6.1,0.36,0.41,19.35,0.07,67.0,207.0,1.00118,3.39,0.53,9.1,2.1959999999999997,2.501,118.035,0.427,408.7,1262.6999999999998,6.1071979999999995,20.679,5
8.1,0.4,0.32,7.9,0.031,23.0,118.0,0.99176,3.05,0.46,13.3,3.24,2.592,63.99,0.2511,186.29999999999998,955.8,8.033256,24.705,7
6.8,0.26,0.43,11.75,0.045,53.0,198.0,0.9969,3.26,0.55,9.5,1.768,2.924,79.89999999999999,0.306,360.4,1346.3999999999999,6.77892,22.168,5
6.2,0.44,0.18,7.7,0.096,28.0,210.0,0.99771,3.56,0.72,9.2,2.728,1.1159999999999999,47.74,0.5952000000000001,173.6,1302.0,6.185802,22.072000000000003,5
7.2,0.24,0.29,3.0,0.036,17.0,117.0,0.99411,3.36,0.68,10.1,1.728,2.088,21.6,0.2592,122.4,842.4,7.157592,24.192,6
6.2,0.44,0.18,7.7,0.096,28.0,210.0,0.99771,3.56,0.72,9.2,2.728,1.1159999999999999,47.74,0.5952000000000001,173.6,1302.0,6.185802,22.072000000000003,5
7.2,0.24,0.29,3.0,0.036,17.0,117.0,0.99411,3.36,0.68,10.1,1.728,2.088,21.6,0.2592,122.4,842.4,7.157592,24.192,6
7.3,0.22,0.26,1.5,0.04,32.0,172.0,0.99194,3.27,0.48,11.2,1.6059999999999999,1.898,10.95,0.292,233.6,1255.6,7.241162,23.871,6
8.1,0.34,0.28,7.5,0.04,70.0,230.0,0.99558,3.14,0.55,9.8,2.754,2.2680000000000002,60.75,0.324,567.0,1863.0,8.064198,25.434,6
7.3,0.22,0.26,1.5,0.04,32.0,172.0,0.99194,3.27,0.48,11.2,1.6059999999999999,1.898,10.95,0.292,233.6,1255.6,7.241162,23.871,6
8.1,0.34,0.28,7.5,0.04,70.0,230.0,0.99558,3.14,0.55,9.8,2.754,2.2680000000000002,60.75,0.324,567.0,1863.0,8.064198,25.434,6
6.4,0.28,0.17,8.3,0.042,61.0,195.0,0.99577,3.22,0.46,9.4,1.7920000000000003,1.088,53.120000000000005,0.26880000000000004,390.40000000000003,1248.0,6.372928000000001,20.608000000000004,5
6.3,0.29,0.14,7.05,0.045,50.0,177.0,0.99564,3.23,0.42,9.0,1.8269999999999997,0.882,44.415,0.2835,315.0,1115.1,6.272532,20.349,5
6.4,0.27,0.17,8.4,0.044,60.0,198.0,0.99578,3.21,0.47,9.4,1.7280000000000002,1.088,53.760000000000005,0.2816,384.0,1267.2,6.372992,20.544,5
7.4,0.35,0.2,13.9,0.054,63.0,229.0,0.99888,3.11,0.5,8.9,2.59,1.4800000000000002,102.86000000000001,0.3996,466.20000000000005,1694.6000000000001,7.391712,23.014,6
8.3,0.28,0.27,17.5,0.045,48.0,253.0,1.00014,3.02,0.56,9.1,2.3240000000000003,2.2410000000000005,145.25,0.3735,398.40000000000003,2099.9,8.301162000000001,25.066000000000003,6
6.4,0.35,0.35,5.6,0.034,9.0,148.0,0.99441,3.17,0.5,9.8,2.2399999999999998,2.2399999999999998,35.839999999999996,0.21760000000000002,57.6,947.2,6.364224,20.288,4
6.9,0.43,0.28,9.4,0.056,29.0,183.0,0.99594,3.17,0.43,9.4,2.967,1.9320000000000004,64.86,0.3864,200.10000000000002,1262.7,6.871986000000001,21.873,5
8.0,0.26,0.28,4.8,0.05,34.0,150.0,0.99437,3.13,0.5,10.0,2.08,2.24,38.4,0.4,272.0,1200.0,7.95496,25.04,6
6.9,0.43,0.28,9.4,0.056,29.0,183.0,0.99594,3.17,0.43,9.4,2.967,1.9320000000000004,64.86,0.3864,200.10000000000002,1262.7,6.871986000000001,21.873,5
7.3,0.27,0.37,9.7,0.042,36.0,130.0,0.9979,3.48,0.75,9.9,1.971,2.701,70.80999999999999,0.30660000000000004,262.8,949.0,7.28467,25.404,6
6.8,0.46,0.26,6.3,0.147,49.0,159.0,0.99434,3.14,0.47,10.0,3.128,1.768,42.839999999999996,0.9995999999999999,333.2,1081.2,6.761512,21.352,5
7.2,0.2,0.28,1.6,0.028,13.0,168.0,0.99203,3.17,1.06,11.5,1.4400000000000002,2.0160000000000005,11.520000000000001,0.2016,93.60000000000001,1209.6000000000001,7.142616,22.824,6
7.6,0.285,0.32,14.6,0.063,32.0,201.0,0.998,3.0,0.45,9.2,2.166,2.432,110.96,0.4788,243.2,1527.6,7.5847999999999995,22.799999999999997,5
6.6,0.32,0.33,2.5,0.052,40.0,219.5,0.99316,3.15,0.6,10.0,2.112,2.178,16.5,0.34319999999999995,264.0,1448.6999999999998,6.554856,20.79,5
7.6,0.285,0.32,14.6,0.063,32.0,201.0,0.998,3.0,0.45,9.2,2.166,2.432,110.96,0.4788,243.2,1527.6,7.5847999999999995,22.799999999999997,5
6.6,0.34,0.34,2.6,0.051,40.5,210.0,0.99314,3.15,0.61,10.0,2.244,2.244,17.16,0.33659999999999995,267.3,1386.0,6.554724,20.79,5
6.6,0.32,0.33,2.5,0.052,40.0,210.0,0.99316,3.15,0.6,10.0,2.112,2.178,16.5,0.34319999999999995,264.0,1386.0,6.554856,20.79,5
6.5,0.27,0.26,8.2,0.042,21.0,133.0,0.99612,3.43,0.64,9.8,1.7550000000000001,1.69,53.3,0.273,136.5,864.5,6.47478,22.295,6
6.6,0.26,0.27,1.5,0.04,19.0,114.0,0.99295,3.36,0.62,10.5,1.716,1.782,9.899999999999999,0.264,125.39999999999999,752.4,6.55347,22.176,6
6.7,0.27,0.26,2.3,0.043,61.0,181.0,0.99394,3.45,0.63,10.6,1.8090000000000002,1.7420000000000002,15.409999999999998,0.28809999999999997,408.7,1212.7,6.659398,23.115000000000002,6
6.6,0.56,0.15,10.0,0.037,38.0,157.0,0.99642,3.28,0.52,9.4,3.696,0.9899999999999999,66.0,0.24419999999999997,250.79999999999998,1036.2,6.576371999999999,21.647999999999996,5
6.6,0.56,0.15,10.0,0.037,38.0,157.0,0.99642,3.28,0.52,9.4,3.696,0.9899999999999999,66.0,0.24419999999999997,250.79999999999998,1036.2,6.576371999999999,21.647999999999996,5
7.3,0.19,0.27,1.6,0.027,35.0,136.0,0.99248,3.38,0.54,11.0,1.387,1.971,11.68,0.1971,255.5,992.8,7.245104,24.674,7
6.3,0.2,0.26,1.6,0.027,36.0,141.0,0.99268,3.53,0.56,10.8,1.26,1.638,10.08,0.1701,226.79999999999998,888.3,6.253884,22.238999999999997,6
7.1,0.29,0.3,16.0,0.036,58.0,201.0,0.99954,3.3,0.67,9.0,2.0589999999999997,2.13,113.6,0.2556,411.79999999999995,1427.1,7.096734,23.429999999999996,5
7.8,0.32,0.33,10.4,0.031,47.0,194.0,0.99692,3.07,0.58,9.6,2.496,2.574,81.12,0.2418,366.59999999999997,1513.2,7.775976,23.945999999999998,6
8.1,0.33,0.36,7.4,0.037,36.0,156.0,0.99592,3.19,0.54,10.6,2.673,2.916,59.94,0.29969999999999997,291.59999999999997,1263.6,8.066952,25.839,6
8.1,0.33,0.36,7.4,0.037,36.0,156.0,0.99592,3.19,0.54,10.6,2.673,2.916,59.94,0.29969999999999997,291.59999999999997,1263.6,8.066952,25.839,6
7.8,0.32,0.33,10.4,0.031,47.0,194.0,0.99692,3.07,0.58,9.6,2.496,2.574,81.12,0.2418,366.59999999999997,1513.2,7.775976,23.945999999999998,6
6.6,0.33,0.24,16.05,0.045,31.0,147.0,0.99822,3.08,0.52,9.2,2.178,1.5839999999999999,105.92999999999999,0.297,204.6,970.1999999999999,6.588252,20.328,5
6.6,0.33,0.24,16.05,0.045,31.0,147.0,0.99822,3.08,0.52,9.2,2.178,1.5839999999999999,105.92999999999999,0.297,204.6,970.1999999999999,6.588252,20.328,5
8.2,0.26,0.33,2.6,0.053,11.0,71.0,0.99402,2.89,0.49,9.5,2.1319999999999997,2.706,21.32,0.43459999999999993,90.19999999999999,582.1999999999999,8.150964,23.698,5
8.3,0.25,0.33,2.5,0.053,12.0,72.0,0.99404,2.89,0.48,9.5,2.075,2.7390000000000003,20.75,0.4399,99.60000000000001,597.6,8.250532000000002,23.987000000000002,5
7.0,0.26,0.26,10.8,0.039,37.0,184.0,0.99787,3.47,0.58,10.3,1.82,1.82,75.60000000000001,0.273,259.0,1288.0,6.9850900000000005,24.290000000000003,7
6.0,0.26,0.15,1.2,0.053,35.0,124.0,0.99347,3.08,0.46,8.8,1.56,0.8999999999999999,7.199999999999999,0.318,210.0,744.0,5.96082,18.48,5
7.5,0.28,0.78,12.1,0.041,53.0,161.0,0.99838,2.98,0.44,8.7,2.1,5.8500000000000005,90.75,0.3075,397.5,1207.5,7.48785,22.35,5
7.5,0.27,0.79,11.95,0.04,51.0,159.0,0.99839,2.98,0.44,8.7,2.0250000000000004,5.925000000000001,89.625,0.3,382.5,1192.5,7.487925,22.35,5
7.0,0.28,0.32,1.7,0.038,27.0,128.0,0.99375,3.2,0.62,10.2,1.9600000000000002,2.24,11.9,0.266,189.0,896.0,6.95625,22.400000000000002,6
5.2,0.16,0.34,0.8,0.029,26.0,77.0,0.99155,3.25,0.51,10.1,0.8320000000000001,1.7680000000000002,4.16,0.15080000000000002,135.20000000000002,400.40000000000003,5.15606,16.900000000000002,6
6.8,0.34,0.1,1.4,0.049,29.0,118.0,0.9936,3.21,0.41,9.5,2.3120000000000003,0.68,9.52,0.3332,197.2,802.4,6.75648,21.828,5
7.6,0.25,0.34,1.3,0.056,34.0,176.0,0.99434,3.1,0.51,9.5,1.9,2.584,9.879999999999999,0.4256,258.4,1337.6,7.556984,23.56,5
